track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,shazam_counts,explicit_track
SKEU SKEU (SPEED UP),SKEU SKEU (SPEED UP) (feat. Wilsko & 7ia) - Single,Jogga,2023-09-20,QZTAZ2365806,"1,956",33,18794730,5074,442006,67,36216795,317463,921000,75074468,831341566,55373937,1,639,86,1,9696,17,12735768,7832,335476,0
Sahara,Sahara,Hensonn,2021-11-16,QMDA72134986,"1,953",33,274961162,80300,27332775,67,196021271,2844570,506126,381369913,4719697686,4466903,18,707,86,3,91280,6,12735768,7832,2819281,1
"Leke Prabhu Ka Naam (From ""Tiger 3"")","Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,2023-10-23,INY092300060,"1,952",33,31783195,1189,1483697,67,172518289,1926806,182200,26534406,265917250,87239915,3,600,86,1,584,12,404,7832,41934,0
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2024-02-08,USUM72400408,"1,955",33,89513100,132,63750,67,148269610,1257935,182200,26534406,265917250,98142716,30,78325,86,15,237120,17,12735768,7832,854584,0
Save Me (with Lainey Wilson),Whitsitt Chapel,Jelly Roll,2023-06-02,QMRSZ2300371,"1,972",32,239850720,32312,13259481,67,148269610,1257935,182200,26534406,265917250,98142716,25,261843,86,15,237120,38,12735768,7832,1373958,0
Tacos Gucci,Tacos Gucci - Single,Anuel AA,2024-02-15,QM4TW2467636,"1,970",32,31900914,4008,6510589,67,61597694,410521,182200,26534406,265917250,654207667,7,2587,37,7,154742,13,1326891,389,80932,1
wiggy,wiggy,Young Miko,2023-07-21,QZXD92300012,"1,962",32,135841710,22636,7652807,61,53263040,755107,417900,106714247,1221296456,7015965,12,10927,690,7,141200,39,868108,732,404918,1
Nxde,I love,(G)I-DLE,2022-10-17,KRA392200038,"1,969",32,242708368,24028,7729486,66,306925934,3817854,1937,4217193,28580589,190154577,12,3655,86,4,38259,6,537228,1013,452824,0
Street Runner,Street Runner,Rod Wave,2021-03-10,USLD91730830,"1,961",32,163921357,36519,4018180,64,296510850,1746888,55925,13288490,64791187,273349430,22,3894,86,3,61084,3,65254347,37085,806043,1
Samba de Malandro,Samba de Malandro,MC Paulin da Capital,2024-03-14,BXKG22400584,"1,967",32,44365910,3206,27886603,75,46212150,373922,182200,26534406,265917250,132492795,7,213,86,16,9596479,16,12735768,7832,81711,1
Entre las de 20,Entre las de 20,Bizarrap,2024-04-02,UYB282401008,"1,968",32,100182006,4826,49679476,78,16163441,136282,182200,26534406,265917250,98142716,15,23,86,6,1265160,10,48832,88,164219,1
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,2023-06-22,USAT22306162,"1,964",32,470358238,7198,2204206,51,148269610,1257935,182200,26534406,265917250,98142716,1,182333,86,3,13196,17,12735768,7832,854584,0
Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,2023-05-26,USQX92303185,"1,978",32,132870060,27561,8424250,69,27715495,361926,39700,4608976,62570724,174646320,36,7685,50,10,57855,35,60540256,16095,393651,1
Wake Me Up (Remix),Dance Essentials 2,Nick White,2022-04-01,USY252283746,"2,192",32,2300429829,32312,13259481,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
A-O-K,A-O-K,Tai Verdes,2021-05-06,USQX92101406,"1,982",32,389915082,101681,12962599,66,12456282,162382,787994,412779417,3623326028,26683,57,67375,1665,9,48700,22,106214243,30063,1518022,1
Kiss Me,Songs of Sonder,Dermot Kennedy,2022-09-02,USUG12201963,"1,973",32,149237160,22036,6228907,65,60539963,307422,40847,3087705,52556917,1935086543,39,262744,86,22,662373,20,87697,147,2868389,0
COCO LOCO,COCO LOCO - Single,Maluma,2023-06-08,USSD12300235,"1,977",32,173609862,23712,20427970,63,74811822,363158,182200,26534406,265917250,86683187,53,54083,531,39,1196130,45,9667856,1396,849055,0
Sunny Day,Sunny Day,Matteo Rossanese,2021-05-28,QZHN92130190,"1,974",32,5936,57,785,67,148269610,1257935,5914142,1502758681,14730433978,98142716,28,5954,86,15,237120,17,12735768,7832,122323,0
"I spoke to the devil in miami, he said everything would be fine",LOOK AT ME: THE ALBUM,XXXTENTACION,2022-06-10,USQX92202218,"1,979",32,42993944,14476,4616378,58,7064950,182381,813,579314,6574386,197936,28,5954,86,15,237120,17,13068280,13415,363684,0
Goosebumps,Goosebumps,HVME,2020-06-12,TCAEW2040509,"1,999",32,495274429,128838,28968321,63,78671735,609580,94400,23269837,354473655,92853363,120,80857,178,54,274741,10,143877755,33339,2916022,1
Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Hana Cï¿½ï¿½ï¿½m,2023-01-03,DGA092216622,"1,994",32,558538,63,2483,30,42031,71,2800023,27762133,557643224,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
Aigiri Nandini,Numinosum,Nagavalli,2023-02-10,QZFZ72331100,"1,998",32,239850720,5,4173,67,392842852,1919579,182200,26534406,265917250,796,28,1,86,15,237120,17,12735768,7832,7,0
on one tonight,One of Wun,Gunna,2024-05-10,USAT22403441,"1,986",32,28658023,4184,26150391,77,3724826,56851,182200,26534406,265917250,381728,28,1,3,15,237120,17,12735768,7832,854584,1
You & Me - Rivo Remix,You & Me (Rivo Remix),Disclosure,2023-12-22,GBUM72310662,"1,995",32,76959761,18706,48962409,76,148269610,1257935,182200,26534406,265917250,98142716,33,9669,86,43,623021,24,511492,100,958396,0
Whiskey On You,Whiskey On You - Single,Nate Smith,2022-05-06,USRN12200053,"1,985",32,193854805,33972,7580172,68,24154881,173205,57547,3681829,35905755,98142716,25,238344,208,5,88296,19,125797090,5528,466888,0
Nostï¿½ï¿½l,Nostï¿½ï¿½lgico - Si,Rvssian,2021-09-08,USSD12100318,"1,992",32,503972431,90920,21683459,68,169044079,1342959,282700,63965739,544513130,15679692,77,25766,37,18,126019,31,7843225,3549,2021548,1
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,2023-08-18,USRC12302098,"2,000",32,190634973,37824,13018777,79,12371887,154516,182200,26534406,265917250,98142716,3,81,86,10,94334,17,254259,2120,356345,1
Un Ratito,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214879,"1,990",32,500671737,57541,10245525,70,204437602,1398859,17700,8267001,66367676,20223201,12,2271,86,1,171943,1,29494305,3482,796992,0
Mamaw's House,Mamaw's House,Thomas Rhett,2023-09-28,QZRD92303824,"1,991",32,57956846,10382,8944865,67,148269610,1257935,182200,60759,525525,98142716,16,115837,64,1,1930,23,18146742,2716,230880,0
Sezen Aksu,#1 - EP,Lvbel C5,2024-04-12,FRX282404289,"1,993",32,46650884,2613,5693826,75,23179014,100874,182200,26534406,265917250,98142716,8,412,86,4,1584589,17,12735768,7832,265109,0
hotline (edit),hotline (edit),Billie Eilish,2023-05-09,USUM72307244,"1,984",32,366169549,36901,11637721,78,11642653,461148,41401,33147084,242969046,128585394,5,5954,307,4,82543,6,195061,383,3943258,0
Sigue,Capï¿½ï¿½tu,Beny Jr,2022-04-01,ES71G2211486,"2,008",32,243125642,77523,7260157,74,173482368,821531,46000,6590357,70560340,155923213,8,1551,86,3,150930,2,12735768,7832,854584,0
Fluxxwave,Fluxxwave,Clovis Reyes,2023-05-07,QZK6N2350050,"2,002",32,88673935,17012,6135810,69,171113686,2566181,241100,41298885,332392194,3165,1,5954,86,1,128640,17,12735768,7832,441367,0
Buy Dirt,Buy Dirt,Jordan Davis,2021-05-21,USUM72104058,"2,007",32,457254811,51641,18836339,77,26485095,208483,105330,32037602,280557815,98142716,34,207859,229,1,8054,27,180003324,55408,958724,0
Las Morras,Las Morras,Peso Pluma,2023-04-04,QM4TX2378801,"2,004",32,253711656,26015,6838351,66,148812952,859486,21800,6180710,79415641,294580381,17,547,5,3,197981,6,17906765,2707,366772,1
Mamichula - con Nicki Nicole,Atrevido,Trueno,2020-07-23,ARRWN2000010,"2,013",32,515582705,65906,17187107,76,606811318,5460826,201700,49875266,348605056,1343753328,51,4044,86,31,406818,23,93316,727,634470,0
Fighting My Demons,A Great Chaos,Ken Carson,2023-10-13,USUM72314187,"2,015",32,97155109,35187,5011301,67,4542549,51897,182200,5842047,55497007,98142716,1,50,327,2,4987,2,332422,876,275363,1
Higher Power,Higher Power,Coldplay,2021-05-07,GBAYE2100379,"2,016",32,349603788,52095,26147738,63,137534459,1529839,276352,33048101,343629235,364653532,151,340644,85,49,833844,43,9120013,3235,2591262,0
Swear to God (feat. Future),Swear to God (feat. Future),Tee Grizzley,2024-05-10,USAT22402999,"2,011",32,7785021,1971,22252657,1,3973551,90879,182200,26534406,265917250,381728,17,2,5,7,1406173,21,3918627,222,57289,1
Prohibidox,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,Feid,2022-09-14,USUM72217627,"2,012",32,289624210,36819,10542649,70,201168669,890146,348887,29953518,298398790,2872779,27,10939,86,13,376532,7,3469448,496,465619,0
Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,2023-11-17,QZTBF2315869,"2,021",32,139208438,13863,30279318,77,13279195,355386,277600,50901731,599656685,98142716,4,2,86,15,237120,17,26279,87,1167271,0
soso,Boy Alone,Omah Lay,2022-06-24,USWB12201878,"2,017",32,167668390,54358,6297689,71,185746447,988971,341092,38596515,984682218,15648576,44,15141,143,15,454362,13,2549358,1234,854584,0
SEDA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364188,"2,009",32,138855240,27705,8044125,67,33615045,376469,182200,26534406,265917250,4046637,6,665,86,2,4812515,5,3418721,512,201936,1
Lace It,Lace It (with Eminem & benny blanco),Juice WRLD,2023-12-16,USUG12303678,"2,023",32,70180212,15523,14326985,67,17251406,381254,182200,26534406,265917250,1318430001,3,2175,8,6,116566,12,2966991,1425,105692,1
Watch The World Burn,Watch The World Burn,Falling In Reverse,2023-01-31,USEP42231004,"2,029",32,137204273,42638,4064739,69,105245546,1284515,20400,9349182,77626486,8536921,9,17229,24,5,715957,10,15279637,5846,633695,1
"Hukum - Thalaivar Alappara (From ""Jailer"")","Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,2023-07-17,QMBZ92351475,"2,030",32,143053873,6149,3893159,61,199585965,1829386,182200,175500,2909357,273397,5,12,86,15,237120,17,3311,7832,168682,0
With You,With You,AP Dhillon,2023-08-11,QMDA62306899,"2,025",32,159980783,17289,9007969,68,118381181,1270496,15519,1386029,21262061,98142716,17,974,86,2,6948,16,12735768,7832,215166,0
HUMO,HUMO - Single,Chencho Corleone,2024-04-04,QZXSR2400016,"2,026",32,44035743,2761,31791992,67,25128340,318423,182200,26534406,265917250,19076715,24,2476,133,15,213873,7,4610871,526,124799,0
Me Atraiu - Ao Vivo,Me Atraiu (Ao Vivo),Gabriela Rocha,2023-02-01,BR4WM2300002,"2,027",32,103132095,16094,9626456,63,224457485,1342976,366475,22029271,285847760,4380944,6,52,86,58,6984451,5,22643,7832,118786,0
LET'S GET FKD UP,LET'S GET FKD UP (feat. Tribbs),Alok,2023-11-17,DEE862301931,"2,034",32,125445403,28349,90192884,77,328527,4004,182200,26534406,265917250,98142716,32,95,86,64,6504061,25,5270,29,404270,1
I LOVE YOU HOE (w/ 9lives),3x3,Odetari,2023-07-12,QZVFR2301453,"2,028",32,160320384,29292,5268261,64,27712131,449186,182200,182400,2200000,98142716,1,4,26,3,18512,5,439911,1823,394365,1
HAPPY,HOPE,NF,2023-04-07,USUM72300449,"2,032",32,127558523,29689,7546223,68,56328016,701370,9222,2737285,37060287,5771624,20,52475,37,4,3837,11,45829561,10457,668230,0
Min Awel Dekika,Min Awel Dekika,Elissa,2022-05-04,LBA132200641,"2,040",32,24195796,7751,520105,52,513974720,3902623,32737,1654100,40801186,15212684,4,1416,86,3,209635,17,12735768,7832,968681,0
cï¿½ï¿½mo dormi,cï¿½ï¿½mo dormi,Rels B,2022-08-04,UYB282276000,"2,038",32,516560181,60949,15706900,74,110114094,814675,244400,53071916,544497354,203932387,17,7220,3,10,130488,22,39159,7832,340443,1
my ex's best friend (with blackbear),my ex's best friend (with blackbear),mgk,2020-08-07,USUM72014730,"2,042",32,682383223,115706,17572847,68,183898967,1760357,2489,713454,8328967,12251314,80,4674,1039,20,48721,31,165642608,47600,2439849,1
Parce (feat. Justin Quiles),Parce (feat. Justin Quiles),Maluma,2020-08-20,USSD12000217,"2,046",32,423582537,58315,14632113,61,491738603,2883634,1401346,73369804,642003320,9604334,64,7892,86,23,1638727,24,6559913,2544,965918,0
ýýCuýýl Es Su Nombre?,El De La Nueva Baby,Lucky Brown,2023-09-14,CLA1D2300086,"2,041",32,83521812,10789,6141307,66,127280465,489928,110443,7796172,52933390,497967066,1,126,86,3,1948038,17,42326,14,97655,1
L'ULTIMA POESIA,L'ULTIMA POESIA - Single,Geolier,2024-03-22,ITQ002400247,"2,044",32,41788648,2056,4977329,72,34701839,218997,182200,26534406,265917250,11032977,12,4574,86,3,3793156,26,12735768,7832,470963,0
TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALï¿½,2020-05-28,USSM12001261,"2,047",32,447192467,93245,19111650,61,304553514,4676461,1600000,229389091,1990567953,34030311,141,29258,181,58,359553,24,5796151,6986,2921983,0
loml,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401039,"2,039",32,115748552,3133,26378677,67,9659878,139519,182200,26534406,265917250,98142716,18,240,86,3,52518,57,1418545,726,55731,1
Estï¿½ï¿½ Daï,Alma Vacï¿½,Ivan Cornejo,2021-08-20,QZMFV2000188,"2,037",32,263986575,37945,5228085,67,138793735,1535505,953400,208958147,1575405115,266125,21,15,2,2,810,7,16443108,26731,1413328,0
Take Her Home,Take Her Home - Single,Kenny Chesney,2023-11-10,USWB12306453,"2,048",32,10292715,1666,3832651,9,2441458,29255,3054,50322,725724,217465527,13,125960,87,8,1677021,12,12247793,1057,139624,0
Entra Na Defender,Entra Na Defender,Luan Pereira,2024-03-21,BRRGE2400093,"2,064",32,68372540,2469,32369315,77,41802961,232946,182200,50978,486300,195270165,11,3,86,43,18447798,18,12735768,7832,21095,0
We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,GBAHT2001117,"2,049",32,515693079,56753,16981156,62,139617172,1511209,76990,24650112,200621230,346012847,106,265354,162,40,409034,28,129291565,11386,2909613,0
Sip (Alcohol),Alcohol - Single,Joeboy,2021-09-24,QZS7J2197906,"2,063",32,115647691,51136,5269627,58,215744090,1282316,812154,21567173,388440929,19685448,48,7052,225,11,546249,19,10402185,2550,4087365,0
One Thing At A Time,One Thing At A Time (Sampler),Morgan Wallen,2022-12-02,USUG12209213,"2,057",32,249576970,31843,5546389,70,39198931,239096,9602,2953745,37058831,98142716,20,101754,46,3,20693,11,59261739,12242,410037,0
Mentiras | CROSSOVER #3,Mentiras | CROSSOVER #3,Big One,2023-07-25,ARP7V2300024,"2,051",32,99865431,12217,5490186,64,169676605,490029,182200,26534406,265917250,199799559,1,3042,86,4,116607,4,12735768,7832,104806,0
911,911,Sech,2021-02-05,QM9WM2000134,"2,058",32,352258962,68202,13733700,55,415445675,2300245,321298,59055794,425874947,5980666,43,26965,92,7,59604,22,13388831,4469,943449,1
Boyz Don't Cry,Boyz Don't Cry,Rod Wave,2023-09-13,USQX92305199,"2,061",32,56903153,11259,2115211,67,19153480,247547,80195,7386830,63874274,1880522,3,90,86,1,1924,29,9833911,6317,261112,0
"Loser, Baby",Hazbin Hotel Original Soundtrack (Part 1),Andrew Underberg,2024-01-19,QMB622401808,"2,060",32,91969282,8656,2053660,67,51683164,844140,182200,26534406,265917250,98142716,3,5954,86,15,237120,17,860475,3839,53519,1
Hoy,Hoy,Valentino Merlo,2024-05-22,BK4DA2414210,"2,065",32,3084236,396,5178216,62,16220723,20462,182200,26534406,265917250,16582955,2,2,86,4,319987,4,12735768,7832,41919,0
Queen of Kings,Queen of Kings,Alessandra,2023-01-08,NOW7B2301090,"2,069",32,162396159,44113,11475897,66,120017704,1180096,66925,20374918,276521416,10071948,24,18103,86,12,144199,17,691648,1562,670703,0
Hasta Que Dios Diga,Emmanuel,Anuel AA,2020-05-29,QM4TX2084345,"2,071",32,657768560,87832,40590466,71,485818371,2230333,56900,4821532,48119818,111654843,93,4268,86,19,250832,19,24169267,3230,1043955,1
H.Y.B. (feat. Bas & Central Cee),Might Delete Later,J. Cole,2024-04-05,USUG12402406,"2,074",32,36824548,6647,36021058,67,7143716,141721,182200,26534406,265917250,4619708,10,2934,86,3,138748,39,3616525,281,173469,1
Hackearam-me,"Decretos Reais, Vol. 3",Marï¿½ï¿½lia Mendo,2023-03-16,BRWNV2300007,"2,073",32,43921455,1924,4623719,44,329678889,1854891,1304,633597,6144992,226061001,8,26,86,11,718002,4,26190,7832,9589,0
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-24,USSM12100532,"2,067",32,1902241314,7736,1546777,44,577007299,11124112,182200,26534406,265917250,2455399379,94,16421,86,6,3447,1,12735768,7832,854584,0
Sand In My Boots,Dangerous: The Double Album,Morgan Wallen,2021-01-08,USUG12004193,"2,078",32,379462137,52985,7003255,72,144996999,759185,38414,17034027,137402135,75996858,23,192139,89,2,2873,12,161701201,48818,886799,0
Fouji Fojan Lofi 2 (feat. Aamin Barodi & Sapna Choudhary),Fouji Fojan 2 Lofi (feat. Aamin Barodi & Sapna Choudhary),Raj Mawer,2024-03-14,ING642402006,"2,088",32,41746,2,31,67,65576399,290795,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,3,0
A Cara do Crime (Nï¿½ï¿½s Incom,A Cara do Crime (Nï¿½ï¿½s Incom,Mc Poze do Rodo,2021-05-27,BCM9A2100020,"2,076",32,167885356,35425,5269761,59,623156045,4494258,62871,2554504,35359820,196485248,14,4,86,17,257093,7,12735768,7832,288490,1
Overseas,Overseas,D-Block Europe,2021-11-18,GB2DY2100828,"2,086",32,216354398,90545,5425432,64,92356896,647095,27652,13161166,148927892,33939271,14,5281,10,4,9626,11,38951,275,1065136,1
"I Pï¿½ï¿½ï¿½ ME, TU P","I Pï¿½ï¿½ï¿½ ME, TU P",Geolier,2024-02-07,ITQ002400009,"2,079",32,85967228,4033,5992539,71,55372624,370683,182200,26534406,265917250,615937940,14,7065,86,2,3097701,22,967,7832,162032,0
Monster (Shawn Mendes &amp; Justin Bieber),Monster,Shawn Mendes,2020-11-20,USUM72018810,"2,075",32,606018960,77941,24028281,61,249997553,4474871,148379,24539124,177089056,147014107,129,155635,86,39,360380,38,38810977,10996,2455342,0
Circo Loco,Her Loss,Drake,2022-11-04,USUG12208606,"2,077",32,201467069,74719,15970383,65,20937003,225873,21780,12829866,119899800,98142716,25,1,633,5,139795,8,31344634,4389,765958,1
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-08,USRC12100760,"2,083",32,1823871908,8460,1666482,46,462218257,4949298,182200,26534406,265917250,2309356254,90,111842,86,2,6198,2,12735768,7832,854584,0
Canï¿½ï¿½n Saï¿½ï,Canï¿½ï¿½n Saï¿½ï,Semicenk,2023-04-21,FRX282385759,"2,082",32,141252425,15291,5154828,69,194066158,587390,21400,722246,23818069,297624271,11,7224,86,1,1566667,17,12735768,7832,523400,0
Limbo,Freddie's Inferno,Freddie Dredd,2022-08-11,USRC12201645,"2,080",32,290154153,78735,11859340,68,23082946,421187,212440,107112714,914597307,909289,8,1155,3,10,97797,1,2050356,6853,2165418,1
Laad Piya Ke,Laad Piya Ke,Raju Punjabi,2022-05-04,INA1I1900134,"2,087",32,17675254,894,101013,55,573015231,1299244,182200,26534406,265917250,23808458,28,5954,86,15,237120,17,14,7832,65032,0
Coco Cola,Coco Cola,Ruchika Jangid,2020-09-04,INN172010039,"2,081",32,16483067,1547,487542,53,1019712247,4023690,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,41569,0
The Code,The Code,Nemo,2024-02-29,DEUM72401182,"2,091",32,52925522,4755,12993786,79,35640835,468153,182200,456500,7397500,2606582,37,5288,86,35,490971,34,12735768,7832,178195,0
Jï¿½ï¿½lale,Jï¿½ï¿½lale,Bb trickz,2024-05-02,ES5022400953,"2,102",32,23649304,1089,13373487,73,18261218,229451,20327,221800,1395100,2297932,5,3,85,4,27568,17,15096,85,114774,0
A Puro Dolor,A Puro Dolor - Single,Gabito Ballesteros,2023-12-02,USA2P2355925,"2,098",32,145332157,8065,19954898,80,79026835,407599,182200,115698,670588,1351870315,8,701,7,8,8103118,4,738838,412,233530,0
Baddie,I'VE MINE,IVE,2023-10-13,QMDA72364152,"2,094",32,97738080,9673,7806354,67,105403652,1173505,93100,58913003,599706698,563430275,13,1245,39,4,230164,18,228952,943,198905,0
Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,2020-11-20,USRC12003364,"2,101",32,795449825,89489,26707311,67,156172635,2182645,59449,27673273,248223677,18039448,199,204128,65,72,1381166,38,34048116,9490,2311374,0
Why Not,Why Not,Ghostface Playa,2022-04-01,QM4TX2235296,"2,099",32,187925725,56849,20452829,64,132788074,1959343,86033,73834050,790515512,1740665,12,6,86,2,83044,1,12735768,7832,1400731,1
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013361,"2,096",32,501468322,167938,19174702,67,145512290,2125906,65170,21468930,199737055,45400,8,2184,86,4,1200,17,34152485,18559,855218,1
intro (end of the world),eternal sunshine,Ariana Grande,2024-03-08,USUM72317270,"2,090",32,216386557,6696,14339377,82,4613304,63775,182200,26534406,265917250,98142716,15,140,86,1,12028,7,177763,317,367285,1
QUE ME FALTE TODO,QUE ME FALTE TODO,Luck Ra,2023-10-26,CLPP22300109,"2,089",32,83544478,7535,12487998,66,106772777,296327,67500,1213643,19661922,224854786,2,5020,86,17,323249,1,2001,7832,80972,0
How To Fly (Abbey Road Remaster 2024),Caress Your Soul (Abbey Road Remaster 2024),Sticky Fingers,2024-03-08,AUUR12400049,"2,092",32,190342124,60,16287,67,148269610,1257935,182200,26534406,265917250,98142716,28,2,86,15,237120,17,43142557,9314,854584,0
